user_id,anime_id,rating
26, 1021, 2
26, 1958, 4
26, 2146, 5
26, 2224, 1
26, 2274, 2
26, 2557, 4
26, 2728, 2
27, 528, 3
27, 1118, 3
27, 1313, 1
27, 1709, 4
27, 2847, 1
27, 6178, 2
27, 12671, 3
27, 527, 1
27, 552, 4
27, 1117, 4
27, 1119, 2
27, 1120, 4
27, 1121, 1
27, 1525, 5
27, 1526, 2
27, 1564, 4
27, 1565, 2
27, 2201, 3
27, 2813, 3
27, 9107, 3
28, 27, 2
28, 6747, 4
28, 8211, 2
28, 33985, 4
28, 7728, 5
28, 10681, 2
28, 31757, 4
28, 31758, 4
28, 32668, 3
28, 5828, 4
28, 19855, 1
28, 33350, 4
28, 270, 2
28, 732, 5
28, 1806, 5
28, 10490, 4
28, 11077, 5
28, 14117, 3
28, 14719, 4
28, 26243, 5
29, 1030, 1
29, 1739, 2
29, 2616, 1
29, 3885, 3
29, 4458, 1
29, 4586, 4
29, 4709, 4
29, 5193, 2
29, 5241, 1
29, 5503, 5
29, 5594, 3
29, 5809, 4
29, 5987, 3
29, 6481, 4
29, 6482, 1
29, 6517, 1
29, 6518, 5
29, 6519, 3
29, 6522, 2
29, 6523, 4
30, 889, 2
30, 1519, 2
30, 4901, 3
30, 5356, 4
30, 5593, 2
30, 6384, 3
30, 9421, 4
30, 9706, 2
30, 19169, 1
30, 23699, 5
30, 23857, 3
30, 1167, 4
30, 1209, 2
30, 1928, 2
30, 2318, 1
30, 2690, 2
30, 3234, 4
30, 9479, 4
30, 9837, 4
30, 10372, 5
31, 269, 4
31, 4835, 5
31, 8247, 3
31, 4548, 1
31, 8457, 3
31, 11703, 4
31, 18497, 1
31, 18499, 5
31, 21353, 5
31, 1604, 3
31, 3861, 5
31, 4038, 2
31, 5849, 3
31, 7745, 4
31, 9127, 1
31, 132, 5
31, 15633, 5
31, 20, 2
31, 594, 1
31, 1735, 5
32, 24, 4
32, 517, 5
32, 846, 2
32, 1452, 2
32, 4015, 3
32, 5150, 5
32, 9335, 3
32, 14753, 1
32, 24627, 2
32, 29589, 2
32, 469, 4
32, 714, 4
32, 18683, 1
32, 18897, 3
32, 24175, 3
32, 24227, 1
32, 27787, 5
32, 28423, 2
32, 28819, 4
32, 31610, 1
33, 4332, 5
33, 6091, 3
33, 12139, 2
33, 198, 4
33, 272, 2
33, 1844, 1
33, 2161, 1
33, 2690, 3
33, 3574, 3
33, 3673, 2
33, 6746, 2
33, 12879, 4
33, 23199, 1
33, 27831, 5
33, 27833, 3
33, 28019, 5
33, 30191, 4
33, 31552, 3
33, 32915, 4
33, 301, 5
34, 1751, 4
34, 2757, 2
34, 3593, 5
34, 14765, 3
34, 20973, 3
34, 21195, 2
34, 21545, 1
34, 21547, 4
34, 23459, 5
34, 25049, 5
34, 28221, 3
34, 31070, 4
34, 426, 5
34, 1469, 3
34, 1590, 2
34, 1830, 4
34, 3065, 3
34, 3884, 1
34, 4657, 5
34, 5071, 2
35, 1278, 5
35, 3265, 1
35, 178, 1
35, 521, 3
35, 1110, 3
35, 1509, 4
35, 1533, 1
35, 1957, 1
35, 2045, 3
35, 2046, 3
35, 26189, 3
35, 351, 1
35, 353, 4
35, 505, 3
35, 1886, 5
35, 2034, 5
35, 2092, 5
35, 2221, 3
35, 3076, 3
35, 3731, 4
36, 307, 2
36, 1960, 4
36, 2648, 4
36, 2651, 1
36, 2708, 5
36, 3180, 3
36, 3290, 2
36, 4101, 3
36, 5474, 2
36, 5526, 2
36, 5529, 5
36, 8205, 4
36, 9007, 3
36, 10056, 1
36, 10057, 1
36, 10058, 3
36, 10059, 3
36, 10060, 3
36, 10061, 3
36, 10115, 3
37, 11355, 4
37, 24439, 1
37, 30915, 5
37, 32574, 3
37, 3515, 5
37, 3656, 3
37, 10647, 1
37, 32105, 2
37, 1818, 2
37, 269, 2
37, 4835, 5
37, 5252, 2
37, 6163, 4
37, 6169, 2
37, 8146, 3
37, 8247, 5
37, 9919, 5
37, 11266, 4
37, 11737, 1
37, 16287, 5
38, 9509, 3
38, 228, 3
38, 1594, 1
38, 4896, 4
38, 7662, 2
38, 934, 4
38, 1243, 4
38, 1571, 2
38, 1192, 4
38, 1281, 1
38, 2781, 1
38, 3713, 5
38, 22055, 2
38, 30825, 4
38, 33103, 3
38, 33761, 4
38, 5918, 2
38, 279, 3
38, 369, 1
38, 1966, 1
39, 938, 5
39, 1349, 3
39, 1675, 4
39, 2255, 4
39, 2283, 1
39, 2299, 4
39, 2300, 4
39, 2301, 1
39, 2601, 5
39, 2735, 3
39, 2808, 3
39, 3325, 3
39, 3481, 3
39, 3579, 2
39, 4486, 1
39, 5658, 4
39, 6800, 1
39, 8252, 1
39, 9040, 3
39, 10648, 1
40, 16650, 3
40, 17102, 1
40, 17104, 5
40, 17313, 1
40, 17315, 2
40, 17317, 4
40, 17321, 1
40, 18983, 1
40, 22197, 4
40, 22609, 5
40, 23537, 5
40, 28035, 2
40, 29431, 5
40, 29501, 3
40, 30914, 2
40, 30968, 4
40, 22605, 5
40, 23737, 2
40, 25967, 5
40, 30998, 3
41, 2950, 3
41, 5374, 5
41, 7547, 3
41, 7709, 2
41, 9119, 2
41, 9955, 2
41, 15077, 1
41, 16263, 1
41, 17957, 2
41, 18353, 5
41, 18573, 2
41, 18575, 4
41, 18577, 1
41, 20755, 3
41, 20797, 1
41, 23125, 1
41, 23973, 5
41, 24775, 2
41, 25915, 3
41, 26163, 1
42, 28339, 2
42, 3817, 4
42, 4250, 2
42, 6734, 1
42, 6735, 1
42, 7122, 4
42, 8079, 1
42, 8917, 4
42, 10653, 1
42, 12897, 3
42, 14817, 4
42, 16696, 5
42, 18703, 5
42, 29381, 4
42, 29383, 2
42, 30634, 3
42, 30850, 4
42, 33176, 5
42, 33422, 5
42, 1495, 1
43, 2285, 5
43, 971, 3
43, 1348, 4
43, 1678, 1
43, 1792, 2
43, 2128, 4
43, 3044, 3
43, 3486, 5
43, 3609, 3
43, 4690, 5
43, 8394, 3
43, 9221, 2
43, 9528, 1
43, 9629, 1
43, 16784, 3
43, 33685, 1
43, 33686, 1
43, 33687, 1
43, 3114, 4
43, 23067, 4
44, 18953, 2
44, 19953, 1
44, 9689, 4
44, 24989, 2
44, 30732, 2
44, 30746, 5
44, 33659, 5
44, 273, 3
44, 348, 2
44, 943, 4
44, 1014, 4
44, 1982, 1
44, 2038, 1
44, 3362, 3
44, 3805, 4
44, 3878, 2
44, 4091, 2
44, 4483, 2
44, 5299, 4
44, 6195, 3
45, 492, 3
45, 498, 3
45, 1542, 5
45, 1820, 5
45, 2068, 3
45, 2987, 4
45, 4058, 3
45, 7551, 1
45, 8285, 4
45, 9387, 1
45, 9388, 4
45, 9389, 5
45, 9390, 3
45, 9391, 5
45, 9520, 3
45, 9522, 4
45, 10005, 2
45, 10319, 3
45, 11755, 2
45, 16524, 3
46, 708, 3
46, 973, 4
46, 1466, 5
46, 1942, 2
46, 2095, 4
46, 2833, 2
46, 3317, 5
46, 3381, 1
46, 3451, 3
46, 4521, 1
46, 4733, 1
46, 5014, 3
46, 5652, 3
46, 5943, 1
46, 6189, 2
46, 6671, 2
46, 6992, 3
46, 7230, 2
46, 10405, 3
46, 12901, 2
47, 5984, 1
47, 322, 4
47, 644, 1
47, 147, 4
47, 148, 1
47, 670, 3
47, 963, 2
47, 1029, 3
47, 1142, 2
47, 1689, 2
47, 3120, 5
47, 8713, 3
47, 10178, 1
47, 17741, 2
47, 20649, 5
47, 25623, 2
47, 28959, 5
47, 1698, 5
47, 16, 4
47, 101, 5
48, 891, 5
48, 892, 3
48, 893, 5
48, 225, 5
48, 12231, 5
48, 459, 1
48, 460, 5
48, 461, 4
48, 462, 2
48, 463, 3
48, 466, 5
48, 502, 2
48, 1094, 5
48, 1237, 5
48, 3848, 5
48, 8171, 5
48, 8740, 4
48, 11359, 2
48, 16239, 3
48, 16468, 1
49, 508, 5
49, 2392, 1
49, 2399, 5
49, 2571, 2
49, 2809, 1
49, 4584, 5
49, 4598, 1
49, 4616, 5
49, 5027, 1
49, 6156, 4
49, 7329, 1
49, 7330, 2
49, 8108, 5
49, 8109, 1
49, 8963, 4
49, 8964, 1
49, 8965, 3
49, 8966, 1
49, 9973, 3
49, 10136, 5
